priority	station	route_id	route_name	coverage_level	coverage_description	source_url	route_connections_in_app	lat	lon	v13_in_app_mode	v13_dynamic_source
P2	上尾	takasaki	JR 高崎線｜東京〜高崎	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-takasakihome-all-info/#:~:text=%E4%B8%8A%E5%B0%BE	2	35.9735	139.5886	online_car	https://wadattsu261.com/content/ju-takasakihome-all-info/
P2	上星川	izumino	相鉄 いずみ野線直通｜横浜〜湘南台	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/so-sotetsuhome-info/#:~:text=%E4%B8%8A%E6%98%9F%E5%B7%9D	2	35.4673	139.5807	external_link	
P2	上星川	sotetsu	相鉄 本線｜横浜〜海老名	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/so-sotetsuhome-info/#:~:text=%E4%B8%8A%E6%98%9F%E5%B7%9D	2	35.4673	139.5807	external_link	
P2	中目黒	metro_h	東京メトロ 日比谷線｜北千住〜中目黒	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/h-metrohibiyahome-all-info/#:~:text=%E4%B8%AD%E7%9B%AE%E9%BB%92	2	35.6443	139.699	online_car	https://wadattsu261.com/content/h-metrohibiyahome-all-info/
P2	中目黒	toyoko	東急東横線・みなとみらい線｜渋谷〜元町・中華街	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/ty-tokyutoyokohome-info/#:~:text=%E4%B8%AD%E7%9B%AE%E9%BB%92	2	35.6443	139.699	external_link	
P2	久喜	utsunomiya	JR 宇都宮線｜東京〜宇都宮	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/#:~:text=%E4%B9%85%E5%96%9C	2	36.0658	139.6773	online_car	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/
P2	久喜	shonan_u	JR 湘南新宿ライン｜宇都宮〜逗子	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E4%B9%85%E5%96%9C	2	36.0658	139.6773	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	九段下	metro_z	東京メトロ 半蔵門線｜渋谷〜押上	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/z-metrohanzomonhome-all-info/#:~:text=%E4%B9%9D%E6%AE%B5%E4%B8%8B	2	35.6955	139.7515	online_car	https://wadattsu261.com/content/z-metrohanzomonhome-all-info/
P2	九段下	metro_t	東京メトロ 東西線｜中野〜西船橋	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/t-metrotozaihome-all-info/#:~:text=%E4%B9%9D%E6%AE%B5%E4%B8%8B	2	35.6955	139.7515	online_car	https://wadattsu261.com/content/t-metrotozaihome-all-info/
P2	二俣川	izumino	相鉄 いずみ野線直通｜横浜〜湘南台	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/so-sotetsuhome-info/#:~:text=%E4%BA%8C%E4%BF%A3%E5%B7%9D	2	35.4634	139.5324	external_link	
P2	二俣川	sotetsu	相鉄 本線｜横浜〜海老名	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/so-sotetsuhome-info/#:~:text=%E4%BA%8C%E4%BF%A3%E5%B7%9D	2	35.4634	139.5324	external_link	
P2	二宮	tokaido	JR 東海道線｜東京〜熱海	V1	駅別詳細ページ確認済み	https://wadattsu261.com/content/ninomiya-tokaidohome-info/	2	35.2982	139.2569	online_car	https://wadattsu261.com/content/jt-tokaidohome-all-info/
P2	二宮	shonan_t	JR 湘南新宿ライン｜高崎〜小田原	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E4%BA%8C%E5%AE%AE	2	35.2982	139.2569	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	京急田浦	keikyu_k	京急 久里浜線直通｜泉岳寺〜三崎口	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.2995	139.6253	external_link	
P2	京急田浦	keikyu	京急 本線｜泉岳寺〜浦賀	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.2995	139.6253	external_link	
P2	代々木	chuo_sobu	JR 中央・総武線各停｜三鷹〜千葉	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jb-chuo-sobuslowhome-all-info/#:~:text=%E4%BB%A3%E3%80%85%E6%9C%A8	2	35.6831	139.7022	online_car	https://wadattsu261.com/content/jb-chuo-sobuslowhome-all-info/
P2	代々木	yamanote	JR 山手線｜環状運転	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jy-yamanotehome-soto-uchimawari-info/#:~:text=%E4%BB%A3%E3%80%85%E6%9C%A8	2	35.6831	139.7022	online_car	https://wadattsu261.com/content/jy-yamanotehome-soto-uchimawari-info/
P2	代々木上原	odakyu	小田急 小田原線｜新宿〜小田原	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.6691	139.6798	external_link	
P2	代々木上原	metro_c	東京メトロ 千代田線｜代々木上原〜北綾瀬	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/c-metrochiyodahome-all-info/#:~:text=%E4%BB%A3%E3%80%85%E6%9C%A8%E4%B8%8A%E5%8E%9F	2	35.6691	139.6798	online_car	https://wadattsu261.com/content/c-metrochiyodahome-all-info/
P2	倉賀野	shonan_t	JR 湘南新宿ライン｜高崎〜小田原	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%80%89%E8%B3%80%E9%87%8E	2	36.3003	139.0499	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	倉賀野	takasaki	JR 高崎線｜東京〜高崎	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-takasakihome-all-info/#:~:text=%E5%80%89%E8%B3%80%E9%87%8E	2	36.3003	139.0499	online_car	https://wadattsu261.com/content/ju-takasakihome-all-info/
P2	元住吉	meguro	東急 目黒線｜目黒〜日吉	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/mg-tokyumegurohome-info/#:~:text=%E5%85%83%E4%BD%8F%E5%90%89	2	35.564	139.654	external_link	
P2	元住吉	toyoko	東急東横線・みなとみらい線｜渋谷〜元町・中華街	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/ty-tokyutoyokohome-info/#:~:text=%E5%85%83%E4%BD%8F%E5%90%89	2	35.564	139.654	external_link	
P2	元町・中華街	mm	みなとみらい線｜横浜〜元町・中華街	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/ty-tokyutoyokohome-info/#:~:text=%E5%85%83%E7%94%BA%E3%83%BB%E4%B8%AD%E8%8F%AF%E8%A1%97	2	35.4423	139.65	external_link	
P2	元町・中華街	toyoko	東急東横線・みなとみらい線｜渋谷〜元町・中華街	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/ty-tokyutoyokohome-info/#:~:text=%E5%85%83%E7%94%BA%E3%83%BB%E4%B8%AD%E8%8F%AF%E8%A1%97	2	35.4423	139.65	external_link	
P2	八丁堀	keiyo	JR 京葉線｜東京〜蘇我	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/je-keiyohome-all-info/#:~:text=%E5%85%AB%E4%B8%81%E5%A0%80	2	35.6746	139.7777	online_car	https://wadattsu261.com/content/je-keiyohome-all-info/
P2	八丁堀	metro_h	東京メトロ 日比谷線｜北千住〜中目黒	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/h-metrohibiyahome-all-info/#:~:text=%E5%85%AB%E4%B8%81%E5%A0%80	2	35.6746	139.7777	online_car	https://wadattsu261.com/content/h-metrohibiyahome-all-info/
P2	八王子	chuo	JR 中央線快速｜東京〜高尾	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jc-chuorapidhome-all-info/#:~:text=%E5%85%AB%E7%8E%8B%E5%AD%90	2	35.6556	139.3389	online_car	https://wadattsu261.com/content/jc-chuorapidhome-all-info/
P2	八王子	yokohama	JR 横浜線・根岸線直通｜八王子〜大船	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jh-yokohama-negishiall-info/#:~:text=%E5%85%AB%E7%8E%8B%E5%AD%90	2	35.6556	139.3389	online_car	https://wadattsu261.com/content/jh-yokohama-negishiall-info/
P2	分倍河原	nambu	JR 南武線｜川崎〜立川	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jn-nambuhome-all-info/#:~:text=%E5%88%86%E5%80%8D%E6%B2%B3%E5%8E%9F	2	35.6684	139.4685	online_car	https://wadattsu261.com/content/jn-nambuhome-all-info/
P2	分倍河原	keio	京王線｜新宿〜京王八王子	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ko-keiohome-all-info/#:~:text=%E5%88%86%E5%80%8D%E6%B2%B3%E5%8E%9F	2	35.6684	139.4685	online_car	https://wadattsu261.com/content/ko-keiohome-all-info/
P2	北上尾	shonan_t	JR 湘南新宿ライン｜高崎〜小田原	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%8C%97%E4%B8%8A%E5%B0%BE	2	35.9857	139.5774	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	北上尾	takasaki	JR 高崎線｜東京〜高崎	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-takasakihome-all-info/#:~:text=%E5%8C%97%E4%B8%8A%E5%B0%BE	2	35.9857	139.5774	online_car	https://wadattsu261.com/content/ju-takasakihome-all-info/
P2	北品川	keikyu_k	京急 久里浜線直通｜泉岳寺〜三崎口	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.6224	139.7393	external_link	
P2	北品川	keikyu	京急 本線｜泉岳寺〜浦賀	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.6224	139.7393	external_link	
P2	北本	shonan_t	JR 湘南新宿ライン｜高崎〜小田原	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%8C%97%E6%9C%AC	2	36.0317	139.5349	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	北本	takasaki	JR 高崎線｜東京〜高崎	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-takasakihome-all-info/#:~:text=%E5%8C%97%E6%9C%AC	2	36.0317	139.5349	online_car	https://wadattsu261.com/content/ju-takasakihome-all-info/
P2	北鎌倉	yokosuka	JR 横須賀線｜東京〜久里浜	V1	駅別詳細ページ確認済み	https://wadattsu261.com/content/kitakamakura-yokosukahome-info/	2	35.3372	139.5452	online_car	https://wadattsu261.com/content/jo-yokosuka-soburapidhome-all-info/
P2	北鎌倉	shonan_u	JR 湘南新宿ライン｜宇都宮〜逗子	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%8C%97%E9%8E%8C%E5%80%89	2	35.3372	139.5452	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	北鴻巣	shonan_t	JR 湘南新宿ライン｜高崎〜小田原	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%8C%97%E9%B4%BB%E5%B7%A3	2	36.0853	139.4768	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	北鴻巣	takasaki	JR 高崎線｜東京〜高崎	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-takasakihome-all-info/#:~:text=%E5%8C%97%E9%B4%BB%E5%B7%A3	2	36.0853	139.4768	online_car	https://wadattsu261.com/content/ju-takasakihome-all-info/
P2	千川	metro_f	東京メトロ 副都心線｜和光市〜渋谷	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/f-metrofukutoshinhome-info/#:~:text=%E5%8D%83%E5%B7%9D	2	35.7382	139.6892	external_link	
P2	千川	metro_y	東京メトロ 有楽町線｜和光市〜新木場	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/y-metroyurakuchohome-all-info/#:~:text=%E5%8D%83%E5%B7%9D	2	35.7382	139.6892	online_car	https://wadattsu261.com/content/y-metroyurakuchohome-all-info/
P2	千葉	chuo_sobu	JR 中央・総武線各停｜三鷹〜千葉	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jb-chuo-sobuslowhome-all-info/#:~:text=%E5%8D%83%E8%91%89	2	35.6134	140.1129	online_car	https://wadattsu261.com/content/jb-chuo-sobuslowhome-all-info/
P2	千葉	sobu	JR 総武線快速｜東京〜千葉	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jo-yokosuka-soburapidhome-all-info/#:~:text=%E5%8D%83%E8%91%89	2	35.6134	140.1129	online_car	https://wadattsu261.com/content/jo-yokosuka-soburapidhome-all-info/
P2	南千住	joban	JR 常磐線快速｜品川〜取手	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jj-jobanrapidhome-all-info/#:~:text=%E5%8D%97%E5%8D%83%E4%BD%8F	2	35.7341	139.7994	online_car	https://wadattsu261.com/content/jj-jobanrapidhome-all-info/
P2	南千住	metro_h	東京メトロ 日比谷線｜北千住〜中目黒	C	アプリ内蔵（簡易号車）	https://wadattsu261.com/content/h-metrohibiyahome-all-info/	2	35.7341	139.7994	static_car	
P2	南浦和	keihin	JR 京浜東北・根岸線｜大宮〜大船	V1	駅別詳細ページ確認済み	https://wadattsu261.com/content/minamiurawa-keihinhome-info/	2	35.8476	139.6691	online_car	https://wadattsu261.com/content/jk-keihin-negishiall-info/
P2	南浦和	musashino	JR 武蔵野線｜府中本町〜西船橋	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jm-musashinohome-all-info/#:~:text=%E5%8D%97%E6%B5%A6%E5%92%8C	2	35.8476	139.6691	online_car	https://wadattsu261.com/content/jm-musashinohome-all-info/
P2	取手	joban_local	JR 常磐線各停｜綾瀬〜取手	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.8968	140.0625	external_link	
P2	取手	joban	JR 常磐線快速｜品川〜取手	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jj-jobanrapidhome-all-info/#:~:text=%E5%8F%96%E6%89%8B	2	35.8968	140.0625	online_car	https://wadattsu261.com/content/jj-jobanrapidhome-all-info/
P2	古河	utsunomiya	JR 宇都宮線｜東京〜宇都宮	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/#:~:text=%E5%8F%A4%E6%B2%B3	2	36.1942	139.7095	online_car	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/
P2	古河	shonan_u	JR 湘南新宿ライン｜宇都宮〜逗子	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%8F%A4%E6%B2%B3	2	36.1942	139.7095	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	吹上	shonan_t	JR 湘南新宿ライン｜高崎〜小田原	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%90%B9%E4%B8%8A	2	36.1032	139.4531	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	吹上	takasaki	JR 高崎線｜東京〜高崎	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-takasakihome-all-info/#:~:text=%E5%90%B9%E4%B8%8A	2	36.1032	139.4531	online_car	https://wadattsu261.com/content/ju-takasakihome-all-info/
P2	和田町	izumino	相鉄 いずみ野線直通｜横浜〜湘南台	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/so-sotetsuhome-info/#:~:text=%E5%92%8C%E7%94%B0%E7%94%BA	2	35.4636	139.5862	external_link	
P2	和田町	sotetsu	相鉄 本線｜横浜〜海老名	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/so-sotetsuhome-info/#:~:text=%E5%92%8C%E7%94%B0%E7%94%BA	2	35.4636	139.5862	external_link	
P2	国会議事堂前	metro_m	東京メトロ 丸ノ内線｜池袋〜荻窪	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/m-metromarunouchihome-all-info/#:~:text=%E5%9B%BD%E4%BC%9A%E8%AD%B0%E4%BA%8B%E5%A0%82%E5%89%8D	2	35.6736	139.7452	online_car	https://wadattsu261.com/content/m-metromarunouchihome-all-info/
P2	国会議事堂前	metro_c	東京メトロ 千代田線｜代々木上原〜北綾瀬	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/c-metrochiyodahome-all-info/#:~:text=%E5%9B%BD%E4%BC%9A%E8%AD%B0%E4%BA%8B%E5%A0%82%E5%89%8D	2	35.6736	139.7452	online_car	https://wadattsu261.com/content/c-metrochiyodahome-all-info/
P2	国府津	tokaido	JR 東海道線｜東京〜熱海	V1	駅別詳細ページ確認済み	https://wadattsu261.com/content/kozu-tokaidohome-info/	2	35.2808	139.2129	online_car	https://wadattsu261.com/content/jt-tokaidohome-all-info/
P2	国府津	shonan_t	JR 湘南新宿ライン｜高崎〜小田原	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%9B%BD%E5%BA%9C%E6%B4%A5	2	35.2808	139.2129	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	土呂	utsunomiya	JR 宇都宮線｜東京〜宇都宮	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/#:~:text=%E5%9C%9F%E5%91%82	2	35.9315	139.6326	online_car	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/
P2	土呂	shonan_u	JR 湘南新宿ライン｜宇都宮〜逗子	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%9C%9F%E5%91%82	2	35.9315	139.6326	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	地下鉄成増	metro_f	東京メトロ 副都心線｜和光市〜渋谷	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/f-metrofukutoshinhome-info/#:~:text=%E5%9C%B0%E4%B8%8B%E9%89%84%E6%88%90%E5%A2%97	2	35.7765	139.6314	external_link	
P2	地下鉄成増	metro_y	東京メトロ 有楽町線｜和光市〜新木場	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/y-metroyurakuchohome-all-info/#:~:text=%E5%9C%B0%E4%B8%8B%E9%89%84%E6%88%90%E5%A2%97	2	35.7765	139.6314	online_car	https://wadattsu261.com/content/y-metroyurakuchohome-all-info/
P2	地下鉄赤塚	metro_f	東京メトロ 副都心線｜和光市〜渋谷	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/f-metrofukutoshinhome-info/#:~:text=%E5%9C%B0%E4%B8%8B%E9%89%84%E8%B5%A4%E5%A1%9A	2	35.7699	139.644	external_link	
P2	地下鉄赤塚	metro_y	東京メトロ 有楽町線｜和光市〜新木場	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/y-metroyurakuchohome-all-info/#:~:text=%E5%9C%B0%E4%B8%8B%E9%89%84%E8%B5%A4%E5%A1%9A	2	35.7699	139.644	online_car	https://wadattsu261.com/content/y-metroyurakuchohome-all-info/
P2	堀ノ内	keikyu_k	京急 久里浜線直通｜泉岳寺〜三崎口	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.2631	139.6875	external_link	
P2	堀ノ内	keikyu	京急 本線｜泉岳寺〜浦賀	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.2631	139.6875	external_link	
P2	多摩川	meguro	東急 目黒線｜目黒〜日吉	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/mg-tokyumegurohome-info/#:~:text=%E5%A4%9A%E6%91%A9%E5%B7%9D	2	35.5898	139.6688	external_link	
P2	多摩川	toyoko	東急東横線・みなとみらい線｜渋谷〜元町・中華街	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/ty-tokyutoyokohome-info/#:~:text=%E5%A4%9A%E6%91%A9%E5%B7%9D	2	35.5898	139.6688	external_link	
P2	大森海岸	keikyu_k	京急 久里浜線直通｜泉岳寺〜三崎口	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.5877	139.7354	external_link	
P2	大森海岸	keikyu	京急 本線｜泉岳寺〜浦賀	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.5877	139.7354	external_link	
P2	大森町	keikyu_k	京急 久里浜線直通｜泉岳寺〜三崎口	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.5727	139.732	external_link	
P2	大森町	keikyu	京急 本線｜泉岳寺〜浦賀	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.5727	139.732	external_link	
P2	大磯	tokaido	JR 東海道線｜東京〜熱海	V1	駅別詳細ページ確認済み	https://wadattsu261.com/content/oiso-tokaidohome-info/	2	35.3114	139.313	online_car	https://wadattsu261.com/content/jt-tokaidohome-all-info/
P2	大磯	shonan_t	JR 湘南新宿ライン｜高崎〜小田原	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%A4%A7%E7%A3%AF	2	35.3114	139.313	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	天王台	joban_local	JR 常磐線各停｜綾瀬〜取手	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.8723	140.041	external_link	
P2	天王台	joban	JR 常磐線快速｜品川〜取手	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jj-jobanrapidhome-all-info/#:~:text=%E5%A4%A9%E7%8E%8B%E5%8F%B0	2	35.8723	140.041	online_car	https://wadattsu261.com/content/jj-jobanrapidhome-all-info/
P2	天王町	izumino	相鉄 いずみ野線直通｜横浜〜湘南台	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/so-sotetsuhome-info/#:~:text=%E5%A4%A9%E7%8E%8B%E7%94%BA	2	35.4548	139.6028	external_link	
P2	天王町	sotetsu	相鉄 本線｜横浜〜海老名	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/so-sotetsuhome-info/#:~:text=%E5%A4%A9%E7%8E%8B%E7%94%BA	2	35.4548	139.6028	external_link	
P2	宇都宮	utsunomiya	JR 宇都宮線｜東京〜宇都宮	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/#:~:text=%E5%AE%87%E9%83%BD%E5%AE%AE	2	36.5594	139.8987	online_car	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/
P2	宇都宮	shonan_u	JR 湘南新宿ライン｜宇都宮〜逗子	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%AE%87%E9%83%BD%E5%AE%AE	2	36.5594	139.8987	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	安針塚	keikyu_k	京急 久里浜線直通｜泉岳寺〜三崎口	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.2856	139.6414	external_link	
P2	安針塚	keikyu	京急 本線｜泉岳寺〜浦賀	R	路線一覧/汎用案内のみ	https://wadattsu261.com/stationhome-info/	2	35.2856	139.6414	external_link	
P2	宮原	shonan_t	JR 湘南新宿ライン｜高崎〜小田原	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%AE%AE%E5%8E%9F	2	35.9408	139.6097	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	宮原	takasaki	JR 高崎線｜東京〜高崎	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-takasakihome-all-info/#:~:text=%E5%AE%AE%E5%8E%9F	2	35.9408	139.6097	online_car	https://wadattsu261.com/content/ju-takasakihome-all-info/
P2	小山	utsunomiya	JR 宇都宮線｜東京〜宇都宮	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/#:~:text=%E5%B0%8F%E5%B1%B1	2	36.3127	139.8063	online_car	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/
P2	小山	shonan_u	JR 湘南新宿ライン｜宇都宮〜逗子	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%B0%8F%E5%B1%B1	2	36.3127	139.8063	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	小竹向原	metro_f	東京メトロ 副都心線｜和光市〜渋谷	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/f-metrofukutoshinhome-info/#:~:text=%E5%B0%8F%E7%AB%B9%E5%90%91%E5%8E%9F	2	35.7438	139.6786	external_link	
P2	小竹向原	metro_y	東京メトロ 有楽町線｜和光市〜新木場	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/y-metroyurakuchohome-all-info/#:~:text=%E5%B0%8F%E7%AB%B9%E5%90%91%E5%8E%9F	2	35.7438	139.6786	online_car	https://wadattsu261.com/content/y-metroyurakuchohome-all-info/
P2	小金井	utsunomiya	JR 宇都宮線｜東京〜宇都宮	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/#:~:text=%E5%B0%8F%E9%87%91%E4%BA%95	2	36.3744	139.8425	online_car	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/
P2	小金井	shonan_u	JR 湘南新宿ライン｜宇都宮〜逗子	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%B0%8F%E9%87%91%E4%BA%95	2	36.3744	139.8425	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	尾久	utsunomiya	JR 宇都宮線｜東京〜宇都宮	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/#:~:text=%E5%B0%BE%E4%B9%85	2	35.747	139.7538	online_car	https://wadattsu261.com/content/ju-utsunomiyahome-all-info/
P2	尾久	takasaki	JR 高崎線｜東京〜高崎	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-takasakihome-all-info/#:~:text=%E5%B0%BE%E4%B9%85	2	35.747	139.7538	online_car	https://wadattsu261.com/content/ju-takasakihome-all-info/
P2	山手	keihin	JR 京浜東北・根岸線｜大宮〜大船	V1	駅別詳細ページ確認済み	https://wadattsu261.com/content/yamate-negishihome-info/	2	35.4267	139.6464	online_car	https://wadattsu261.com/content/jk-keihin-negishiall-info/
P2	山手	yokohama	JR 横浜線・根岸線直通｜八王子〜大船	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/jh-yokohama-negishiall-info/#:~:text=%E5%B1%B1%E6%89%8B	2	35.4267	139.6464	online_car	https://wadattsu261.com/content/jh-yokohama-negishiall-info/
P2	岡部	shonan_t	JR 湘南新宿ライン｜高崎〜小田原	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/#:~:text=%E5%B2%A1%E9%83%A8	2	36.2055	139.2375	online_car	https://wadattsu261.com/content/js-shonanshinjukuline-all-info/
P2	岡部	takasaki	JR 高崎線｜東京〜高崎	V2	路線全駅/駅別一覧確認済み	https://wadattsu261.com/content/ju-takasakihome-all-info/#:~:text=%E5%B2%A1%E9%83%A8	2	36.2055	139.2375	online_car	https://wadattsu261.com/content/ju-takasakihome-all-info/
